run_id,protocol,mode,rate19,loss19,rate20,loss20,rate21,loss21,block_k,repeat_index,sender_returncode,receiver_returncode,transfer_time,received_wire_bytes,receiver_wire_throughput_mbps,application_goodput_mbps,expected_total_bytes,reconstructed_source_bytes,missing_packet_count,packet_loss_rate,recovery_rate,residual_loss_rate,block_success_rate,file_complete,continuity_check,sender_log,receiver_log
80,fec,multi,20mbit,1%,20mbit,1%,20mbit,1%,4,2,0,0,20.48,145975398,57.01,45.39,,,,,92.94,0.14,99.67,,"gap at offset 3234000, next packet offset is 3235200",/home/fyp1/Downloads/logs/fec_multi_l19-1%_l20-1%_l21-1%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-1%_l20-1%_l21-1%_bk-4_rep-2_receiver.log
81,fec,multi,20mbit,1%,20mbit,1%,20mbit,1%,4,3,0,0,20.47,145913998,57.03,45.42,,,,,92.06,0.16,99.61,,"gap at offset 1056000, next packet offset is 1058400",/home/fyp1/Downloads/logs/fec_multi_l19-1%_l20-1%_l21-1%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-1%_l20-1%_l21-1%_bk-4_rep-3_receiver.log
82,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,1,0,0,20.09,140127633,55.81,45.8,,,,,79.32,1.21,97.04,,"gap at offset 38400, next packet offset is 39600",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
83,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,2,0,0,20.09,140189039,55.82,45.79,,,,,79.45,1.19,97.07,,"gap at offset 1720800, next packet offset is 1722000",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
84,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,3,0,0,20.07,140231973,55.89,45.81,,,,,78.77,1.24,97.01,,"gap at offset 681600, next packet offset is 682800",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
85,fec,multi,20mbit,5%,20mbit,5%,20mbit,5%,4,1,0,0,19.68,134465305,54.66,45.78,,,,,66.47,3.23,92.35,,"gap at offset 39600, next packet offset is 40800",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-1_receiver.log
86,fec,multi,20mbit,5%,20mbit,5%,20mbit,5%,4,2,0,0,19.65,134139839,54.61,45.75,,,,,65.45,3.44,91.82,,"gap at offset 92400, next packet offset is 94800",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-2_receiver.log
87,fec,multi,20mbit,5%,20mbit,5%,20mbit,5%,4,3,0,0,19.67,134276233,54.61,45.74,,,,,65.88,3.37,92.04,,"gap at offset 9600, next packet offset is 10800",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-3_receiver.log
88,fec,multi,20mbit,10%,20mbit,10%,20mbit,10%,4,1,0,0,18.62,120515248,51.78,44.53,,,,,42.62,10.96,75.59,,"gap at offset 14400, next packet offset is 15600",/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-1_receiver.log
89,fec,multi,20mbit,10%,20mbit,10%,20mbit,10%,4,2,0,0,18.68,120516232,51.61,44.36,,,,,42.76,10.99,75.68,,"gap at offset 9600, next packet offset is 12000",/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-2_receiver.log
90,fec,multi,20mbit,10%,20mbit,10%,20mbit,10%,4,3,0,0,18.67,120636794,51.68,44.46,,,,,42.94,10.83,75.61,,"gap at offset 9600, next packet offset is 10800",/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-3_receiver.log
