run_id,protocol,mode,rate19,loss19,rate20,loss20,rate21,loss21,block_k,repeat_index,sender_returncode,receiver_returncode,transfer_time,received_wire_bytes,receiver_wire_throughput_mbps,application_goodput_mbps,expected_total_bytes,reconstructed_source_bytes,missing_packet_count,packet_loss_rate,recovery_rate,residual_loss_rate,block_success_rate,file_complete,continuity_check,sender_log,receiver_log
39,fec,single,10mbit,3%,10mbit,3%,10mbit,3%,4,3,0,0,119.41,139932150,9.38,7.7,,,,,78.23,1.3,96.84,,"gap at offset 24000, next packet offset is 25200",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
40,fec,single,20mbit,3%,20mbit,3%,20mbit,3%,4,1,0,0,59.8,139997234,18.73,15.37,,,,,78.12,1.3,96.8,,"gap at offset 192000, next packet offset is 194400",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
41,fec,single,20mbit,3%,20mbit,3%,20mbit,3%,4,2,0,0,59.8,140137180,18.75,15.37,,,,,78.44,1.28,96.85,,"gap at offset 129600, next packet offset is 130800",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
42,fec,single,20mbit,3%,20mbit,3%,20mbit,3%,4,3,0,0,59.74,140009514,18.75,15.38,,,,,78.43,1.28,96.9,,"gap at offset 336000, next packet offset is 337200",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
43,fec,single,50mbit,3%,50mbit,3%,50mbit,3%,4,1,0,0,23.95,139989671,46.75,38.36,,,,,78.03,1.31,96.82,,"gap at offset 129600, next packet offset is 130800",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
44,fec,single,50mbit,3%,50mbit,3%,50mbit,3%,4,2,0,0,23.95,140150734,46.82,38.38,,,,,78.04,1.29,96.86,,"gap at offset 31200, next packet offset is 33600",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
45,fec,single,50mbit,3%,50mbit,3%,50mbit,3%,4,3,0,0,23.93,140086875,46.83,38.41,,,,,78.67,1.26,96.99,,"gap at offset 186000, next packet offset is 187200",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
46,fec,multi,10mbit,3%,10mbit,3%,10mbit,3%,4,1,0,0,39.98,140090799,28.03,22.99,,,,,78.42,1.28,96.95,,"gap at offset 97200, next packet offset is 98400",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
47,fec,multi,10mbit,3%,10mbit,3%,10mbit,3%,4,2,0,0,39.97,140012230,28.03,22.98,,,,,77.38,1.36,96.82,,"gap at offset 154800, next packet offset is 156000",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
48,fec,multi,10mbit,3%,10mbit,3%,10mbit,3%,4,3,0,0,39.96,139981481,28.03,23.0,,,,,78.38,1.3,96.83,,"gap at offset 268800, next packet offset is 271200",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
49,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,1,0,0,20.09,140035536,55.76,45.77,,,,,79.31,1.23,96.96,,"gap at offset 54000, next packet offset is 55200",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
50,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,2,0,0,20.06,140046396,55.85,45.83,,,,,78.61,1.27,96.92,,"gap at offset 12000, next packet offset is 13200",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
51,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,3,0,0,20.06,140157111,55.9,45.84,,,,,78.41,1.26,97.0,,"gap at offset 146400, next packet offset is 147600",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
52,fec,multi,50mbit,3%,50mbit,3%,50mbit,3%,4,1,0,0,8.13,139845193,137.66,112.92,,,,,76.12,1.44,96.54,,"gap at offset 141600, next packet offset is 144000",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
53,fec,multi,50mbit,3%,50mbit,3%,50mbit,3%,4,2,0,0,8.12,140015908,138.03,113.23,,,,,77.9,1.32,96.83,,"gap at offset 294000, next packet offset is 295200",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
54,fec,multi,50mbit,3%,50mbit,3%,50mbit,3%,4,3,0,0,8.12,140031878,138.0,113.18,,,,,77.55,1.33,96.8,,"gap at offset 530400, next packet offset is 531600",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
