run_id,protocol,mode,rate19,loss19,rate20,loss20,rate21,loss21,block_k,repeat_index,sender_returncode,receiver_returncode,transfer_time,received_wire_bytes,receiver_wire_throughput_mbps,application_goodput_mbps,expected_total_bytes,reconstructed_source_bytes,missing_packet_count,packet_loss_rate,recovery_rate,residual_loss_rate,block_success_rate,file_complete,continuity_check,sender_log,receiver_log
71,fec,multi,10mbit,10%,10mbit,10%,10mbit,10%,4,2,0,0,37.2,120752249,25.97,22.36,,,,,43.42,10.67,76.05,,"gap at offset 27600, next packet offset is 28800",/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-2_receiver.log
72,fec,multi,10mbit,10%,10mbit,10%,10mbit,10%,4,3,0,0,37.12,120741148,26.02,22.36,,,,,42.43,10.88,75.66,,"gap at offset 15600, next packet offset is 19200",/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-10%_l20-10%_l21-10%_bk-4_rep-3_receiver.log
73,tcp,single,60mbit,0%,60mbit,0%,60mbit,0%,,1,0,0,16.22,116389364,57.4,57.4,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
74,tcp,single,60mbit,0%,60mbit,0%,60mbit,0%,,2,0,0,16.22,116389364,57.4,57.4,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
75,tcp,single,60mbit,0%,60mbit,0%,60mbit,0%,,3,0,0,16.22,116389364,57.4,57.4,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
76,tcp,multi,20mbit,0%,20mbit,0%,20mbit,0%,,1,0,0,16.22,116389364,57.42,57.42,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
77,tcp,multi,20mbit,0%,20mbit,0%,20mbit,0%,,2,0,0,16.21,116389364,57.43,57.43,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
78,tcp,multi,20mbit,0%,20mbit,0%,20mbit,0%,,3,0,0,16.21,116389364,57.42,57.42,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
79,udp,single,60mbit,0%,60mbit,0%,60mbit,0%,,1,0,0,16.28,118038254,58.02,57.21,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
80,udp,single,60mbit,0%,60mbit,0%,60mbit,0%,,2,0,0,16.28,118038254,58.02,57.21,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
81,udp,single,60mbit,0%,60mbit,0%,60mbit,0%,,3,0,0,16.28,118038254,58.02,57.21,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
82,udp,multi,20mbit,0%,20mbit,0%,20mbit,0%,,1,0,0,16.27,118038306,58.05,57.23,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
83,udp,multi,20mbit,0%,20mbit,0%,20mbit,0%,,2,0,0,16.27,118038306,58.05,57.24,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
84,udp,multi,20mbit,0%,20mbit,0%,20mbit,0%,,3,0,0,16.27,118038306,58.05,57.23,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
85,fec,single,60mbit,0%,60mbit,0%,60mbit,0%,4,1,0,0,20.58,148156066,57.6,45.03,,,,,0.42,0.48,99.51,,"gap at offset 91567200, next packet offset is 91593600",/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-1_receiver.log
86,fec,single,60mbit,0%,60mbit,0%,60mbit,0%,4,2,0,0,20.58,148881814,57.89,45.25,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-2_receiver.log
87,fec,single,60mbit,0%,60mbit,0%,60mbit,0%,4,3,0,0,20.58,148881814,57.89,45.25,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-3_receiver.log
88,fec,multi,20mbit,0%,20mbit,0%,20mbit,0%,4,1,0,0,20.67,148882074,57.62,45.05,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-1_receiver.log
89,fec,multi,20mbit,0%,20mbit,0%,20mbit,0%,4,2,0,0,20.67,148882074,57.62,45.05,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-2_receiver.log
90,fec,multi,20mbit,0%,20mbit,0%,20mbit,0%,4,3,0,0,20.67,148882074,57.62,45.05,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-3_receiver.log
91,tcp,single,60mbit,3%,60mbit,3%,60mbit,3%,,1,0,0,73.43,116389364,12.68,12.68,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
92,tcp,single,60mbit,3%,60mbit,3%,60mbit,3%,,2,0,0,75.15,116389364,12.39,12.39,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
93,tcp,single,60mbit,3%,60mbit,3%,60mbit,3%,,3,0,0,73.26,116389364,12.71,12.71,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
94,tcp,multi,20mbit,3%,20mbit,3%,20mbit,3%,,1,0,0,27.97,116389364,33.29,33.29,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
95,tcp,multi,20mbit,3%,20mbit,3%,20mbit,3%,,2,0,0,27.22,116389364,34.21,34.21,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
96,tcp,multi,20mbit,3%,20mbit,3%,20mbit,3%,,3,0,0,26.7,116389364,34.87,34.87,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
97,udp,single,60mbit,3%,60mbit,3%,60mbit,3%,,1,0,0,15.78,111030768,56.28,0.01,,12000,5758,5.9366,,,,,"gap at offset 12000, next packet offset is 13200",/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
98,udp,single,60mbit,3%,60mbit,3%,60mbit,3%,,2,0,0,15.79,111052674,56.27,0.01,,10800,5740,5.918,,,,,"gap at offset 10800, next packet offset is 12000",/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
99,udp,single,60mbit,3%,60mbit,3%,60mbit,3%,,3,0,0,15.8,111128128,56.28,0.01,,26400,5678,5.8541,,,,,"gap at offset 26400, next packet offset is 27600",/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
100,udp,multi,20mbit,3%,20mbit,3%,20mbit,3%,,1,0,0,15.79,111118441,56.31,0.01,,24000,5686,5.8623,,,,,"gap at offset 24000, next packet offset is 26400",/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
101,udp,multi,20mbit,3%,20mbit,3%,20mbit,3%,,2,0,0,15.8,111124526,56.28,0.01,,16800,5681,5.8572,,,,,"gap at offset 16800, next packet offset is 18000",/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
102,udp,multi,20mbit,3%,20mbit,3%,20mbit,3%,,3,0,0,15.8,111259613,56.32,0.0,,2400,5570,5.7427,,,,,"gap at offset 2400, next packet offset is 3600",/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
103,fec,single,60mbit,3%,60mbit,3%,60mbit,3%,4,1,0,0,19.96,140020374,56.13,46.05,,,,,78.13,1.31,97.01,,"gap at offset 36000, next packet offset is 38400",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
104,fec,single,60mbit,3%,60mbit,3%,60mbit,3%,4,2,0,0,19.95,140067227,56.15,46.08,,,,,78.79,1.25,96.93,,"gap at offset 96000, next packet offset is 98400",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
105,fec,single,60mbit,3%,60mbit,3%,60mbit,3%,4,3,0,0,19.96,140074595,56.15,46.07,,,,,79.02,1.26,96.94,,"gap at offset 532800, next packet offset is 535200",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
106,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,1,0,0,20.05,139947100,55.84,45.81,,,,,77.31,1.37,96.74,,"gap at offset 36000, next packet offset is 38400",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
107,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,2,0,0,20.06,140020757,55.84,45.82,,,,,78.52,1.29,96.94,,"gap at offset 159600, next packet offset is 160800",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
108,fec,multi,20mbit,3%,20mbit,3%,20mbit,3%,4,3,0,0,20.05,140068666,55.9,45.86,,,,,78.63,1.26,96.88,,"gap at offset 62400, next packet offset is 64800",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
109,tcp,single,60mbit,5%,60mbit,5%,60mbit,5%,,1,0,0,205.41,116389364,4.53,4.53,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
110,tcp,single,60mbit,5%,60mbit,5%,60mbit,5%,,2,0,0,211.74,116389364,4.4,4.4,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
111,tcp,single,60mbit,5%,60mbit,5%,60mbit,5%,,3,0,0,198.13,116389364,4.7,4.7,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
112,tcp,multi,20mbit,5%,20mbit,5%,20mbit,5%,,1,0,0,72.16,116389364,12.9,12.9,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
113,tcp,multi,20mbit,5%,20mbit,5%,20mbit,5%,,2,0,0,76.39,116389364,12.19,12.19,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
114,tcp,multi,20mbit,5%,20mbit,5%,20mbit,5%,,3,0,0,76.95,116389364,12.1,12.1,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
115,udp,single,60mbit,5%,60mbit,5%,60mbit,5%,,1,0,0,15.46,106314893,55.03,0.0,,0,9633,9.9317,,,,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
116,udp,single,60mbit,5%,60mbit,5%,60mbit,5%,,2,0,0,15.46,106571680,55.15,0.02,,44400,9422,9.7142,,,,,"gap at offset 44400, next packet offset is 45600",/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
117,udp,single,60mbit,5%,60mbit,5%,60mbit,5%,,3,0,0,15.46,106519349,55.13,0.0,,1200,9465,9.7585,,,,,"gap at offset 1200, next packet offset is 2400",/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
118,udp,multi,20mbit,5%,20mbit,5%,20mbit,5%,,1,0,0,15.46,106496272,55.1,0.0,,4800,9484,9.7781,,,,,"gap at offset 4800, next packet offset is 6000",/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
119,udp,multi,20mbit,5%,20mbit,5%,20mbit,5%,,2,0,0,15.45,106308851,55.04,0.0,,0,9638,9.9369,,,,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
120,udp,multi,20mbit,5%,20mbit,5%,20mbit,5%,,3,0,0,15.48,106608239,55.11,0.0,,1200,9392,9.6833,,,,,"gap at offset 1200, next packet offset is 2400",/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
121,fec,single,60mbit,5%,60mbit,5%,60mbit,5%,4,1,0,0,19.55,134547364,55.06,46.08,,,,,66.34,3.25,92.31,,"gap at offset 67200, next packet offset is 68400",/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-1_receiver.log
122,fec,single,60mbit,5%,60mbit,5%,60mbit,5%,4,2,0,0,19.53,133157248,54.53,45.74,,,,,61.59,4.05,91.26,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-2_receiver.log
123,fec,single,60mbit,5%,60mbit,5%,60mbit,5%,4,3,0,0,19.57,134579269,55.02,46.05,,,,,66.33,3.22,92.37,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-3_receiver.log
124,fec,multi,20mbit,5%,20mbit,5%,20mbit,5%,4,1,0,0,19.67,134450595,54.68,45.76,,,,,65.81,3.31,92.13,,"gap at offset 54000, next packet offset is 55200",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-1_receiver.log
125,fec,multi,20mbit,5%,20mbit,5%,20mbit,5%,4,2,0,0,19.7,134587933,54.66,45.8,,,,,67.52,3.1,92.57,,"gap at offset 26400, next packet offset is 27600",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-2_receiver.log
126,fec,multi,20mbit,5%,20mbit,5%,20mbit,5%,4,3,0,0,19.65,134277418,54.67,45.83,,,,,66.62,3.27,92.14,,"gap at offset 38400, next packet offset is 39600",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-3_receiver.log
127,tcp,single,60mbit,10%,60mbit,10%,60mbit,10%,,1,0,0,1070.11,116389364,0.87,0.87,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
128,tcp,single,60mbit,10%,60mbit,10%,60mbit,10%,,2,0,0,1097.66,116389364,0.85,0.85,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
129,tcp,single,60mbit,10%,60mbit,10%,60mbit,10%,,3,0,0,1044.11,116389364,0.89,0.89,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
130,tcp,multi,20mbit,10%,20mbit,10%,20mbit,10%,,1,0,0,353.17,116389364,2.64,2.64,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
131,tcp,multi,20mbit,10%,20mbit,10%,20mbit,10%,,2,0,0,393.75,116389364,2.36,2.36,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
132,tcp,multi,20mbit,10%,20mbit,10%,20mbit,10%,,3,0,0,398.89,116389364,2.33,2.33,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
133,udp,single,60mbit,10%,60mbit,10%,60mbit,10%,,1,0,0,14.65,95577299,52.19,0.0,,0,18456,19.0284,,,,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
134,udp,single,60mbit,10%,60mbit,10%,60mbit,10%,,2,0,0,14.63,95576085,52.25,0.0,,0,18457,19.0294,,,,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
135,udp,single,60mbit,10%,60mbit,10%,60mbit,10%,,3,0,0,14.67,95624759,52.16,0.0,,1200,18417,18.9882,,,,,"gap at offset 1200, next packet offset is 2400",/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
136,udp,multi,20mbit,10%,20mbit,10%,20mbit,10%,,1,0,0,14.65,95460516,52.14,0.0,,6000,18552,19.1274,,,,,"gap at offset 6000, next packet offset is 7200",/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
137,udp,multi,20mbit,10%,20mbit,10%,20mbit,10%,,2,0,0,14.66,95808581,52.27,0.0,,1200,18266,18.8325,,,,,"gap at offset 1200, next packet offset is 3600",/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
138,udp,multi,20mbit,10%,20mbit,10%,20mbit,10%,,3,0,0,14.67,95742866,52.2,0.0,,4800,18320,18.8882,,,,,"gap at offset 4800, next packet offset is 6000",/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
139,fec,single,60mbit,10%,60mbit,10%,60mbit,10%,4,1,0,0,18.52,120487995,52.06,44.82,,,,,43.15,10.87,75.74,,"gap at offset 4800, next packet offset is 7200",/home/fyp1/Downloads/logs/fec_single_l19-10%_l20-10%_l21-10%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-10%_l20-10%_l21-10%_bk-4_rep-1_receiver.log
140,fec,single,60mbit,10%,60mbit,10%,60mbit,10%,4,2,0,0,18.48,120704045,52.24,44.97,,,,,43.25,10.73,75.94,,"gap at offset 15600, next packet offset is 16800",/home/fyp1/Downloads/logs/fec_single_l19-10%_l20-10%_l21-10%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-10%_l20-10%_l21-10%_bk-4_rep-2_receiver.log
141,fec,single,60mbit,10%,60mbit,10%,60mbit,10%,4,3,0,0,18.53,120532183,52.04,44.79,,,,,42.97,10.87,75.7,,"gap at offset 7200, next packet offset is 9600",/home/fyp1/Downloads/logs/fec_single_l19-10%_l20-10%_l21-10%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-10%_l20-10%_l21-10%_bk-4_rep-3_receiver.log
